[(10, u'heartpoor')
(20, u'eliahba')
(20, u'retentive')
(20, u'colted')
(20, u'summary')
(20, u'blackamoors')
(20, u'strutting')
(20, u'urgeth')
(20, u'quagmire')
(20, u'adhere')
(20, u'readily')
(20, u'plump')
(20, u'allto')
(20, u'crowner')
(20, u'adummim')
(20, u'hethlon')
(20, u'chattering')
(20, u"vice's")
(20, u'punto')
(20, u'disallow')
(20, u'mahershalalhashbaz')
(20, u'miamin')
(20, u'foutre')
(20, u"elimelech's")
(20, u'secondary')
(20, u'1sm213')
(20, u'peeped')
(20, u'springe')
(20, u'fornicator')
(20, u'gether')
(20, u'sheth')
(20, u'sheepskins')
(20, u'owneth')
(20, u'tiptoe')
(20, u'hacks')
(20, u'balladmakers')
(20, u'buzite')
(20, u'hatita')
(20, u'1cor117')
(20, u"nation's")
(20, u'shrimp')
(20, u'distempered')
(20, u'garner')
(20, u'honeyseed')
(20, u'lards')
(20, u'bristled')
(20, u'striker')
(20, u'salome')
(20, u'parasites')
(20, u'tahan')
(20, u'fullfraught')
(20, u'1ki136')
(20, u"warr'd")
(20, u'2sm223')
(20, u'chilion')
(20, u'dissever')
(20, u'bechance')
(20, u'netophah')
(20, u'partiality')
(20, u'southwest')
(20, u'modo')
(20, u'imla')
(20, u'lymoges')
(20, u"o'erjoy'd")
(20, u'trucklebed')
(20, u'1ki125')
(20, u'endings')
(20, u'illustrate')
(20, u'consonancy')
(20, u'scambling')
(20, u'recoveries')
(20, u'ithream')
(20, u'uncontrolled')
(20, u'extracting')
(20, u'croak')
(20, u'heights')
(20, u"yourself's")
(20, u'metamorphosed')
(20, u'incursions')
(20, u'watcher')
(20, u'hopedfor')
(20, u'kitchen')
(20, u'auburn')
(20, u'muleters')
(20, u'kendal')
(20, u'everfixed')
(20, u'accoutred')
(20, u'eterne')
(20, u'babbler')
(20, u'sliver')
(20, u'vanquish')
(20, u"o'ersways")
(20, u"fiends'")
(20, u'coucheth')
(20, u'floats')
(20, u"dragon's")
(20, u'whited')
(20, u'almondiblathaim')
(20, u'proclaimeth')
(20, u'simpler')
(20, u'austerely')
(20, u'chafing')
(20, u"o'ershades")
(20, u'resalute')
(20, u'tella')
(20, u'1chr217')
(20, u'protectors')
(20, u'unconfirmed')
(20, u'punon')
(20, u'quiddities')
(20, u'piteously')
(20, u'anath')
(20, u'graft')
(20, u'workingday')
(20, u'jekameam')
(20, u'fellowlabourers')
(20, u"whatsome'er")
(20, u'gob')
(20, u"grandfather's")
(20, u"sail'")
(20, u'2sm115')
(20, u'orpah')
(20, u'sweaty')
(20, u'slays')
(20, u'2cor114')
(20, u'2chr214')
(20, u'disadvantage')
(20, u"ground's")
(20, u'unhappiness')
(20, u'weakens')
(20, u'holidays')
(20, u'primero')
(20, u'humidity')
(20, u'2chr311')
(20, u'waggon')
(20, u'1chr143')
(20, u'hedgehogs')
(20, u"o'ersway")
(20, u'tou')
(20, u'decks')
(20, u'flutes')
(20, u'franticly')
(20, u'wiry')
(20, u'comer')
(20, u'councilboard')
(20, u'soundless')
(20, u'plighted')
(20, u'openest')
(20, u'loudest')
(20, u'bloodshed')
(20, u'marvels')
(20, u'stealer')
(20, u'bethshemite')
(20, u'exposure')
(20, u'tyrannical')
(20, u'spital')
(20, u'darker')
(20, u'mused')
(20, u'obeyedst')
(20, u'pinion')
(20, u'baiting')
(20, u'prain')
(20, u'fellowprisoner')
(20, u'preservest')
(20, u'wether')
(20, u'nitre')
(20, u'solicitor')
(20, u'parasite')
(20, u'inkling')
(20, u'affectioned')
(20, u'meteyard')
(20, u'baalhermon')
(20, u'allon')
(20, u'includes')
(20, u'label')
(20, u'swimming')
(20, u'manifests')
(20, u'discase')
(20, u'plodded')
(20, u'terra')
(20, u'knacks')
(20, u'playhouse')
(20, u'dresser')
(20, u"cashier'd")
(20, u'masterless')
(20, u'1chr132')
(20, u'fivescore')
(20, u'surplice')
(20, u'prings')
(20, u'aided')
(20, u'divinely')
(20, u'themes')
(20, u'fists')
(20, u'abiud')
(20, u'bolting')
(20, u'broiled')
(20, u'chine')
(20, u'chalice')
(20, u'asuppim')
(20, u'malefactor')
(20, u'patronage')
(20, u"constable's")
(20, u"glow'd")
(20, u'fledged')
(20, u"o'ermatch'd")
(20, u'whitebearded')
(20, u'harhur')
(20, u'bricklayer')
(20, u'1chr247')
(20, u'surest')
(20, u'repairing')
(20, u'mehida')
(20, u'testator')
(20, u'moloch')
(20, u'dandle')
(20, u'spawn')
(20, u'halted')
(20, u'dilated')
(20, u'telmelah')
(20, u"rascal's")
(20, u"fann'd")
(20, u'dimon')
(20, u'abda')
(20, u'disdainfully')
(20, u"pandar's")
(20, u'uzzielites')
(20, u'domine')
(20, u'lessons')
(20, u'talketh')
(20, u'mandragora')
(20, u"botch'd")
(20, u'wildfire')
(20, u'indited')
(20, u'thatch')
(20, u'predecessor')
(20, u'xvi')
(20, u'rinaldo')
(20, u'bithynia')
(20, u'chimneys')
(20, u'monachum')
(20, u"annex'd")
(20, u'jackalent')
(20, u"cowslip's")
(20, u'yearns')
(20, u'tragedians')
(20, u'marrows')
(20, u'boldest')
(20, u'forswearing')
(20, u'amok')
(20, u'1chr113')
(20, u'implacable')
(20, u'usuring')
(20, u'kittim')
(20, u"villain'")
(20, u'intelligencer')
(20, u'bombard')
(20, u'malchus')
(20, u'benejaakan')
(20, u'caret')
(20, u'shrilly')
(20, u'pineth')
(20, u'fractions')
(20, u"none'")
(20, u"overheard'st")
(20, u"wax'd")
(20, u'jehozadak')
(20, u'disgracious')
(20, u'advises')
(20, u'gillyvors')
(20, u'convicted')
(20, u'noiseless')
(20, u'laundress')
(20, u'forenoon')
(20, u'lieve')
(20, u'addrest')
(20, u'edgeless')
(20, u'jesaiah')
(20, u'expulsion')
(20, u"spill'd")
(20, u'pother')
(20, u'heartsore')
(20, u"them'")
(20, u'impair')
(20, u'compile')
(20, u"armado'")
(20, u'thanking')
(20, u'cudgels')
(20, u'spendest')
(20, u'operations')
(20, u'wands')
(20, u'archippus')
(20, u'maidenhood')
(20, u'aiding')
(20, u'prayerbook')
(20, u'shual')
(20, u'mijamin')
(20, u'frightful')
(20, u'gazzam')
(20, u'caucasus')
(20, u"sojourn'd")
(20, u'carrytale')
(20, u'wrongful')
(20, u'fairplay')
(20, u'whispered')
(20, u'philosophers')
(20, u'homeborn')
(20, u'thornbush')
(20, u'gorgeously')
(20, u'observers')
(20, u"whore'")
(20, u'havothjair')
(20, u'axletrees')
(20, u'unmoveable')
(20, u"left'st")
(20, u'binea')
(20, u'2cor122')
(20, u'reedified')
(20, u'slides')
(20, u'gaining')
(20, u'1ki139')
(20, u'bevy')
(20, u'cockatrices')
(20, u"scribe's")
(20, u'fidelicet')
(20, u'selfslaughter')
(20, u'barrels')
(20, u'chopped')
(20, u'unpregnant')
(20, u'pursy')
(20, u'1chr225')
(20, u'drouth')
(20, u'ongles')
(20, u'fieryred')
(20, u'zif')
(20, u'possibilities')
(20, u'payed')
(20, u'2sm211')
(20, u'accusative')
(20, u'fatter')
(20, u"us'")
(20, u'disclaim')
(20, u"quicken'd")
(20, u'warranty')
(20, u'inherits')
(20, u'1cor118')
(20, u'1sm232')
(20, u'spousal')
(20, u'taunted')
(20, u'considerest')
(20, u'1ki113')
(20, u'aetna')
(20, u'1sm126')
(20, u'gahar')
(20, u'illegitimate')
(20, u'haveas')
(20, u'lengthened')
(20, u'heavedup')
(20, u'1chr232')
(20, u'seese')
(20, u'taberah')
(20, u'sevens')
(20, u'termagant')
(20, u'1chr218')
(20, u"holp'st")
(20, u'coriander')
(20, u'1cor125')
(20, u'fadge')
(20, u'rehearsal')
(20, u'butcheries')
(20, u'minx')
(20, u'nightowl')
(20, u'hitting')
(20, u'conger')
(20, u'consisteth')
(20, u'1sm221')
(20, u'allhail')
(20, u'trinkets')
(20, u'steely')
(20, u'buttshaft')
(20, u'gestures')
(20, u'pransings')
(20, u'fats')
(20, u'tiphsah')
(20, u'mutines')
(20, u"stay'st")
(20, u'2ki116')
(20, u'shashak')
(20, u'buttons')
(20, u'1ki225')
(20, u'slubber')
(20, u'spokesman')
(20, u'privates')
(20, u'smacks')
(20, u'coupleth')
(20, u"norfolk's")
(20, u'deserver')
(20, u'shortwinded')
(20, u"crown's")
(20, u'vaulted')
(20, u'ashur')
(20, u'scratched')
(20, u'deacon')
(20, u"drink'st")
(20, u'implements')
(20, u"judas's")
(20, u'endue')
(20, u'erreth')
(20, u'essay')
(20, u'ambiguities')
(20, u'hist')
(20, u'customer')
(20, u'untread')
(20, u"traffic's")
(20, u'perge')
(20, u'adoing')
(20, u'bochim')
(20, u"alive'")
(20, u'genubath')
(20, u'complained')
(20, u'serviteur')
(20, u"under't")
(20, u'baffle')
(20, u'moneybags')
(20, u'palsies')
(20, u'likings')
(20, u'chode')
(20, u'produced')
(20, u'attendeth')
(20, u'knapped')
(20, u'enrage')
(20, u'impetuous')
(20, u'muttered')
(20, u'priority')
(20, u'bras')
(20, u'caesarion')
(20, u'avites')
(20, u'beefs')
(20, u'mulmutius')
(20, u'plantation')
(20, u'warily')
(20, u"head'")
(20, u'pinched')
(20, u'repays')
(20, u'indigested')
(20, u'satyr')
(20, u"serve's")
(20, u'cataian')
(20, u'roasteth')
(20, u'elbe')
(20, u'crabs')
(20, u'foin')
(20, u"donn'd")
(20, u'pertly')
(20, u'humblest')
(20, u'barbason')
(20, u'wights')
(20, u'mislead')
(20, u'adown')
(20, u"grandsire's")
(20, u'bloodstained')
(20, u'dirge')
(20, u'underhand')
(20, u'nourisher')
(20, u'gittaim')
(20, u'weke')
(20, u"cudgell'd")
(20, u'circles')
(20, u'garish')
(20, u'1chr254')
(20, u'hinge')
(20, u'canaanitish')
(20, u'plantedst')
(20, u"friendship's")
(20, u'thouand')
(20, u'pasty')
(20, u'1sm311')
(20, u'gazers')
(20, u'engross')
(20, u'kern')
(20, u"off's")
(20, u'sacrilegious')
(20, u"'you")
(20, u'expectancy')
(20, u'videlicet')
(20, u'windmill')
(20, u'lob')
(20, u"plenty'")
(20, u'joyed')
(20, u"disproportion'd")
(20, u'2sm123')
(20, u"mordecai's")
(20, u'twist')
(20, u'idolater')
(20, u"stell'd")
(20, u'rissah')
(20, u'charlemain')
(20, u"rat'")
(20, u'ospray')
(20, u'topples')
(20, u'bearingcloth')
(20, u'waketh')
(20, u'pestilences')
(20, u'lizard')
(20, u'drizzled')
(20, u'forgavest')
(20, u'enkindle')
(20, u'manager')
(20, u'posterior')
(20, u'griffin')
(20, u'janohah')
(20, u'envenomed')
(20, u'mithredath')
(20, u'1chr245')
(20, u'monde')
(20, u'idolatrous')
(20, u'cherith')
(20, u'hurting')
(20, u'soaring')
(20, u'calmly')
(20, u'denounced')
(20, u'chough')
(20, u'shipped')
(20, u'toils')
(20, u'1ki212')
(20, u'bandying')
(20, u'mallothi')
(20, u'grates')
(20, u'uthai')
(20, u'outlived')
(20, u'rang')
(20, u'giglot')
(20, u'reprieves')
(20, u'resty')
(20, u'archangel')
(20, u'gentility')
(20, u'florentines')
(20, u'coursing')
(20, u'vails')
(20, u'succeeders')
(20, u'goodnight')
(20, u'suppler')
(20, u'choosest')
(20, u'rowed')
(20, u'fullers')
(20, u"may'")
(20, u'travails')
(20, u'rezeph')
(20, u"shore's")
(20, u'concourse')
(20, u'curd')
(20, u"ague's")
(20, u'tennisballs')
(20, u'slid')
(20, u'featured')
(20, u'emphasis')
(20, u'2ki114')
(20, u'1chr111')
(20, u'parbar')
(20, u'purposing')
(20, u'sinfully')
(20, u'unsolicited')
(20, u"giant's")
(20, u'caparisoned')
(20, u'baana')
(20, u'1ki111')
(20, u'oweth')
(20, u'madmannah')
(20, u'triumvirs')
(20, u'adjured')
(20, u'switch')
(20, u'thereout')
(20, u'recounting')
(20, u'defiling')
(20, u'avarice')
(20, u'seeded')
(20, u'meeter')
(20, u"clutch'd")
(20, u'unbind')
(20, u'suspire')
(20, u"no'tis")
(20, u'pisidia')
(20, u"worst'")
(20, u'rannest')
(20, u'doorkeepers')
(20, u'diffused')
(20, u'everburning')
(20, u'rayed')
(20, u'jochebed')
(20, u'2chr112')
(20, u"bastard's")
(20, u'burghers')
(20, u'unbonneted')
(20, u'twentythree')
(20, u'grasps')
(20, u'outweighs')
(20, u'1sm124')
(20, u'shipmaster')
(20, u'imnah')
(20, u'befriended')
(20, u"cloister'd")
(20, u'digress')
(20, u'pump')
(20, u'congruent')
(20, u"fear's")
(20, u'departs')
(20, u'halak')
(20, u'unthrifts')
(20, u'spright')
(20, u'gentilhomme')
(20, u'languishing')
(20, u"jade's")
(20, u'overlaying')
(20, u'countesses')
(20, u'revilings')
(20, u'helek')
(20, u'fairfaced')
(20, u'barbed')
(20, u'privilegio')
(20, u'statua')
(20, u'palatine')
(20, u'tabourines')
(20, u'infold')
(20, u'swath')
(20, u'comrade')
(20, u'swaddling')
(20, u'practiser')
(20, u'loveliness')
(20, u'raves')
(20, u'handles')
(20, u"self's")
(20, u'wellnigh')
(20, u'stile')
(20, u'melchi')
(20, u'poop')
(20, u'1ki142')
(20, u'1chr227')
(20, u'overhear')
(20, u'unmeasurable')
(20, u'feste')
(20, u'glimpse')
(20, u'satest')
(20, u'execrations')
(20, u'vaudemont')
(20, u'moderation')
(20, u'hatipha')
(20, u'detected')
(20, u'actaeon')
(20, u'1ki128')
(20, u'2sm213')
(20, u'eliathah')
(20, u"turn'st")
(20, u'lameness')
(20, u'lemuel')
(20, u'melchizedek')
(20, u'mysia')
(20, u"misfortune's")
(20, u'embark')
(20, u'hovering')
(20, u'eaning')
(20, u'beteem')
(20, u'pork')
(20, u'tilter')
(20, u'parlor')
(20, u'superficial')
(20, u'mighties')
(20, u'sheer')
(20, u'asriel')
(20, u'mends')
(20, u'nipping')
(20, u"retain'd")
(20, u'morris')
(20, u'incony')
(20, u'thimble')
(20, u'1cor127')
(20, u'1sm223')
(20, u"polish'd")
(20, u'disport')
(20, u"austria's")
(20, u'cozbi')
(20, u'limitation')
(20, u'kedemah')
(20, u'mortifying')
(20, u'makheloth')
(20, u'isbels')
(20, u'liegeman')
(20, u'waxing')
(20, u'floodgates')
(20, u'youngly')
(20, u'thews')
(20, u'fleas')
(20, u'recanting')
(20, u'sectary')
(20, u'fodder')
(20, u'1ki227')
(20, u'zabdiel')
(20, u'wellbeseeming')
(20, u'colhozeh')
(20, u'zeboiim')
(20, u'mewhat')
(20, u"sharp'st")
(20, u'adoration')
(20, u'yarely')
(20, u'2cor119')
(20, u'par')
(20, u'hied')
(20, u'londonstone')
(20, u'fans')
(20, u'germens')
(20, u'evangelist')
(20, u'insufficiency')
(20, u'hazarmaveth')
(20, u'hampton')
(20, u'fennel')
(20, u"mail'd")
(20, u'lorraine')
(20, u'calkers')
(20, u'lupercal')
(20, u'scurrility')
(20, u'swound')
(20, u'xx')
(20, u'fawneth')
(20, u'hyperbolical')
(20, u'gaped')
(20, u'conjunct')
(20, u'lichas')
(20, u'cowslips')
(20, u"overta'en")
(20, u"seen't")
(20, u"goldsmith's")
(20, u'tadpole')
(20, u'janus')
(20, u'seawater')
(20, u"dido's")
(20, u'cobwebs')
(20, u'gluttony')
(20, u'worldwhy')
(20, u'harum')
(20, u'uzal')
(20, u'nimrim')
(20, u'incarnate')
(20, u'malign')
(20, u'maliciousness')
(20, u'outswear')
(20, u'timnathserah')
(20, u"postmaster's")
(20, u'flights')
(20, u"counsel's")
(20, u'overlusty')
(20, u'1chr128')
(20, u'wiping')
(20, u'ephlal')
(20, u'abiezrites')
(20, u'haradah')
(20, u"aurora's")
(20, u'2sm118')
(20, u'studious')
(20, u'huntest')
(20, u'2sm121')
(20, u'wilds')
(20, u"diminish'd")
(20, u'interpretations')
(20, u'bilshan')
(20, u'gosling')
(20, u'accomplishing')
(20, u'flowered')
(20, u'arbitrator')
(20, u'controller')
(20, u'malcham')
(20, u"roman's")
(20, u'duellist')
(20, u'hardest')
(20, u'stumblingblocks')
(20, u'defunct')
(20, u'dismounted')
(20, u'cherishing')
(20, u'topping')
(20, u'moriah')
(20, u'jotbathah')
(20, u'casiphia')
(20, u'consulting')
(20, u'1sm313')
(20, u'vraiment')
(20, u'pastimes')
(20, u'senir')
(20, u'greatsized')
(20, u'nemean')
(20, u'foresaw')
(20, u'vanishest')
(20, u'encloses')
(20, u'youand')
(20, u'fleshhook')
(20, u'kneadingtroughs')
(20, u'accountant')
(20, u'couplement')
(20, u'kirjathbaal')
(20, u"claim'd")
(20, u'forewarn')
(20, u'ebon')
(20, u"consul's")
(20, u'wondrously')
(20, u'dasheth')
(20, u'unforced')
(20, u'rex')
(20, u'bloodyminded')
(20, u'capape')
(20, u'lapped')
(20, u'adoram')
(20, u'betraying')
(20, u'xvii')
(20, u'conjurers')
(20, u'fatfleshed')
(20, u'russet')
(20, u"suffer'st")
(20, u'scalingladders')
(20, u'slop')
(20, u'greena')
(20, u'infidels')
(20, u'hearkening')
(20, u'attorneys')
(20, u'disports')
(20, u"cerimon's")
(20, u'journeyings')
(20, u"lamb's")
(20, u'execration')
(20, u'sered')
(20, u"earl's")
(20, u'larums')
(20, u"duty's")
(20, u'ligure')
(20, u'nebaioth')
(20, u'hardiness')
(20, u'1chr117')
(20, u'ziphites')
(20, u'posthorse')
(20, u'demean')
(20, u'ashford')
(20, u'malthorse')
(20, u"rope's")
(20, u'ableeding')
(20, u'heats')
(20, u'purgatory')
(20, u"autumn's")
(20, u"montague's")
(20, u'wealthily')
(20, u"furr'd")
(20, u'admonishing')
(20, u"disjoin'd")
(20, u"garnish'd")
(20, u"liberty'")
(20, u'sisamai')
(20, u'1chr139')
(20, u'indent')
(20, u'seashore')
(20, u'corrigible')
(20, u'dials')
(20, u'grammar')
(20, u'squeezing')
(20, u'drybeat')
(20, u"gnaw'd")
(20, u'taunting')
(20, u'kilnhole')
(20, u"rumour's")
(20, u'2ki112')
(20, u'supernatural')
(20, u'cobbler')
(20, u'asahiah')
(20, u'pinching')
(20, u'staineth')
(20, u'portance')
(20, u'1sm218')
(20, u'amramites')
(20, u'shackles')
(20, u'pergamos')
(20, u'sibyl')
(20, u'quand')
(20, u'stores')
(20, u'exist')
(20, u'medad')
(20, u'1ki117')
(20, u'formally')
(20, u'wrenching')
(20, u'foemen')
(20, u'2chr114')
(20, u"wofull'st")
(20, u'continuate')
(20, u'knowist')
(20, u'handless')
(20, u'1sm122')
(20, u'loruhamah')
(20, u'finisher')
(20, u'biteth')
(20, u'helkath')
(20, u'surmised')
(20, u'2ki219')
(20, u'swum')
(20, u'everywhere')
(20, u'studieth')
(20, u'tiras')
(20, u'actual')
(20, u'minnith')
(20, u'unyoked')
(20, u'contemplative')
(20, u'ruminated')
(20, u'unprizable')
(20, u'contrarious')
(20, u'onesiphorus')
(20, u'pinnacle')
(20, u'goodwin')
(20, u'managed')
(20, u'nobleminded')
(20, u"elbow's")
(20, u'entrances')
(20, u'massa')
(20, u'retainers')
(20, u'1chr243')
(20, u'mountaineer')
(20, u"unmatch'd")
(20, u'congregated')
(20, u'zilthai')
(20, u"popp'd")
(20, u'1chr148')
(20, u'useful')
(20, u'viceroy')
(20, u'mulier')
(20, u'quicksands')
(20, u'menpleasers')
(20, u'deputed')
(20, u'arphad')
(20, u'indulgence')
(20, u'prognostication')
(20, u'keycold')
(20, u'inquiry')
(20, u'edged')
(20, u'1chr236')
(20, u'serah')
(20, u'improvident')
(20, u"owner's")
(20, u'veal')
(20, u'helem')
(20, u"strong'st")
(20, u'taperlight')
(20, u'towel')
(20, u'ignominy')
(20, u'luckless')
(20, u'applejohns')
(20, u'tirhakah')
(20, u'mikneiah')
(20, u'steers')
(20, u'tape')
(20, u'zir')
(20, u'cupids')
(20, u'sarid')
(20, u'castest')
(20, u'trading')
(20, u'nutmeg')
(20, u"guerdon'd")
(20, u'abjured')
(20, u'controlled')
(20, u'coveteth')
(20, u"does't")
(20, u'creaking')
(20, u"sit'st")
(20, u'eltolad')
(20, u"unsway'd")
(20, u'anab')
(20, u'saltwater')
(20, u'frameth')
(20, u'moys')
(20, u'affianced')
(20, u"garrison'd")
(20, u'inhabiteth')
(20, u'2sm215')
(20, u'stinted')
(20, u'lighting')
(20, u'cyclops')
(20, u'gentlemanusher')
(20, u'flakes')
(20, u"great'")
(20, u'weepingripe')
(20, u'zemaraim')
(20, u'belgia')
(20, u'2sm127')
(20, u'balk')
(20, u'belching')
(20, u'thousandth')
(20, u'fobbed')
(20, u'joha')
(20, u'gnash')
(20, u'warmer')
(20, u'adna')
(20, u'quotha')
(20, u'conveniences')
(20, u'intestine')
(20, u'menaced')
(20, u"bellow'd")
(20, u'dines')
(20, u'ashchenaz')
(20, u'bene')
(20, u'beardless')
(20, u'lovingly')
(20, u'lifter')
(20, u'1cor121')
(20, u'greybeard')
(20, u'jury')
(20, u'viols')
(20, u'hollowly')
(20, u'quailing')
(20, u'hamathite')
(20, u'goodfellow')
(20, u"anger's")
(20, u'fur')
(20, u'unconquered')
(20, u'confining')
(20, u"miracle'")
(20, u'fere')
(20, u'undoes')
(20, u"mistemper'd")
(20, u'titled')
(20, u'canakin')
(20, u'pillory')
(20, u'rabblement')
(20, u'plaining')
(20, u'pertinent')
(20, u"unscarr'd")
(20, u'nipple')
(20, u'flowerets')
(20, u"illtemper'd")
(20, u'huldah')
(20, u'assos')
(20, u"newdeliver'd")
(20, u'pheasant')
(20, u'1ki221')
(20, u'catechism')
(20, u"herald's")
(20, u'savagery')
(20, u'lighteneth')
(20, u'baladan')
(20, u'lovea')
(20, u'phurah')
(20, u'jeremy')
(20, u"fight'st")
(20, u"brethren's")
(20, u'quieted')
(20, u'disloyalty')
(20, u'excessive')
(20, u'matthan')
(20, u'skim')
(20, u'climbeth')
(20, u'conversing')
(20, u'harbourage')
(20, u'fiddle')
(20, u'dout')
(20, u'busily')
(20, u'wrist')
(20, u'swearings')
(20, u'bygone')
(20, u'cambria')
(20, u'dayspring')
(20, u'modesties')
(20, u'capons')
(20, u'1sm315')
(20, u'lakin')
(20, u'shapher')
(20, u'mushites')
(20, u'provident')
(20, u'sinite')
(20, u'turkeycock')
(20, u'facit')
(20, u'alleys')
(20, u'ton')
(20, u'2sm228')
(20, u'boyish')
(20, u'eyewitnesses')
(20, u'parrots')
(20, u'trespassing')
(20, u'watchword')
(20, u'plus')
(20, u'compliments')
(20, u"dishevell'd")
(20, u'unbridled')
(20, u'artificers')
(20, u'ecus')
(20, u'comma')
(20, u'mallows')
(20, u'vouches')
(20, u'slothfulness')
(20, u'dungy')
(20, u"atalanta's")
(20, u'reba')
(20, u'indiscreet')
(20, u'replying')
(20, u'chinneroth')
(20, u'adon')
(20, u'leanfaced')
(20, u'1ki144')
(20, u"wager'd")
(20, u'accuses')
(20, u'1ki214')
(20, u'esteeming')
(20, u'pourquoi')
(20, u'clambering')
(20, u'1sm236')
(20, u'displeasing')
(20, u'1chr221')
(20, u'morasthite')
(20, u"county's")
(20, u"katharine's")
(20, u'elishua')
(20, u"fell'd")
(20, u'pumps')
(20, u'quills')
(20, u'enacts')
(20, u"still'd")
(20, u'achaz')
(20, u'hob')
(20, u'swalloweth')
(20, u'1sm225')
(20, u'pentup')
(20, u'glares')
(20, u'preferments')
(20, u'overpeer')
(20, u'numberless')
(20, u'fitment')
(20, u'tickles')
(20, u'malkin')
(20, u'1chr115')
(20, u'styx')
(20, u'breeders')
(20, u'droppeth')
(20, u'garbage')
(20, u'equivocal')
(20, u'clemency')
(20, u'computation')
(20, u'discomfiture')
(20, u'1chr241')
(20, u'manor')
(20, u"cornwall's")
(20, u'thyme')
(20, u'nisan')
(20, u'hotblooded')
(20, u'sluiced')
(20, u'banning')
(20, u'advantageous')
(20, u"wrench'd")
(20, u'hearsay')
(20, u'overtaken')
(20, u'muscovites')
(20, u'hyrcanian')
(20, u'sandblind')
(20, u'saddler')
(20, u'courtezans')
(20, u'defeatures')
(20, u'knower')
(20, u'augurer')
(20, u'ulcer')
(20, u'arkite')
(20, u"shipwreck'd")
(20, u'buyest')
(20, u'particle')
(20, u'vor')
(20, u'neaf')
(20, u'blount')
(20, u'worts')
(20, u'1ki216')
(20, u'leaneth')
(20, u'grandsires')
(20, u'urgest')
(20, u'carnation')
(20, u"slew'st")
(20, u'meanborn')
(20, u'leagued')
(20, u"ahab's")
(20, u'hachaliah')
(20, u'tincture')
(20, u'mansions')
(20, u'cackling')
(20, u"'well")
(20, u'deluge')
(20, u'publickly')
(20, u'unbent')
(20, u'defensive')
(20, u'speciously')
(20, u'flexure')
(20, u'craftsman')
(20, u'straggling')
(20, u'scimitar')
(20, u'applejohn')
(20, u'stouthearted')
(20, u'favourer')
(20, u'coveredst')
(20, u'adjacent')
(20, u'unswear')
(20, u'rogelim')
(20, u'unburied')
(20, u'scuse')
(20, u'1ki115')
(20, u'requites')
(20, u'talbots')
(20, u'fiendlike')
(20, u'dibongad')
(20, u'becomest')
(20, u'bethrehob')
(20, u"gold's")
(20, u'reproachful')
(20, u'filths')
(20, u'slops')
(20, u'mazzard')
(20, u'spitting')
(20, u'surviving')
(20, u'jasons')
(20, u'enfold')
(20, u'areli')
(20, u'craftily')
(20, u'seled')
(20, u"capel's")
(20, u'herewith')
(20, u'rational')
(20, u'succeedest')
(20, u'nogah')
(20, u'showest')
(20, u'draff')
(20, u"remember'st")
(20, u"pill'd")
(20, u'ninus')
(20, u'abominably')
(20, u'sweetsmelling')
(20, u'prattling')
(20, u'decide')
(20, u'amort')
(20, u'wanderer')
(20, u'deux')
(20, u'miletus')
(20, u'michaelmas')
(20, u"bianco's")
(20, u'panders')
(20, u"manner'd")
(20, u'boarspear')
(20, u"flatterer's")
(20, u'1sm119')
(20, u"beloved's")
(20, u'incredulous')
(20, u'letterspatents')
(20, u'jehoshabeath')
(20, u'threepiled')
(20, u'cranks')
(20, u'sphered')
(20, u'entitle')
(20, u'nuptials')
(20, u'dastards')
(20, u'newfound')
(20, u'ransoms')
(20, u'geck')
(20, u'lopped')
(20, u'violenta')
(20, u"mariana's")
(20, u'2cor124')
(20, u"took'st")
(20, u'mutability')
(20, u'hacket')
(20, u'pointblank')
(20, u"bobb'd")
(20, u'waded')
(20, u'nominativo')
(20, u"winchester's")
(20, u'concealeth')
(20, u'slash')
(20, u'excitements')
(20, u'foix')
(20, u'1chr223')
(20, u'deafening')
(20, u'rosed')
(20, u'menchildren')
(20, u'shobai')
(20, u'orangetawny')
(20, u'dalmatians')
(20, u'houseless')
(20, u'remarkable')
(20, u"sheriff's")
(20, u'1ki146')
(20, u'appliances')
(20, u'ushers')
(20, u'scath')
(20, u'crispus')
(20, u'carbonado')
(20, u'serpigo')
(20, u'2sm217')
(20, u'tradesmen')
(20, u'inflict')
(20, u"overdone's")
(20, u'overshine')
(20, u"gad'shill")
(20, u'lutes')
(20, u'effectless')
(20, u'scaring')
(20, u"dismall'st")
(20, u'sunken')
(20, u'chaldean')
(20, u'submitting')
(20, u'coursed')
(20, u'demidevil')
(20, u'tekel')
(20, u'firk')
(20, u"pamper'd")
(20, u'dong')
(20, u'bloodied')
(20, u'eyeservice')
(20, u'fundamental')
(20, u'detract')
(20, u'chirrah')
(20, u'muzzled')
(20, u'seam')
(20, u'vowest')
(20, u'pretending')
(20, u'sweetmeats')
(20, u'1cor123')
(20, u'spangled')
(20, u"spend'st")
(20, u'childlike')
(20, u'deracinate')
(20, u'benedicite')
(20, u'adores')
(20, u'tarriance')
(20, u'amittai')
(20, u'devant')
(20, u'1sm227')
(20, u'mahalath')
(20, u'conycatching')
(20, u'contaminate')
(20, u'shalmai')
(20, u'shortlived')
(20, u'lightless')
(20, u'axletree')
(20, u'presseth')
(20, u'cuffs')
(20, u'reproofs')
(20, u"'ay")
(20, u'wifelike')
(20, u"unmann'd")
(20, u'slowness')
(20, u'closest')
(20, u'2chr116')
